,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1
34,34,2020年12月金股.xlsx,2020/12/1,"上海沪工
SH603131",SH603131,0.0688,-0.0115,0.1076,连续5个月推荐,3,机械设备,小市值,长城证券,,,2020-12-01,A603131
35,35,2020年12月金股.xlsx,2020/12/1,"中炬高新
SH600872",SH600872,0.1939,-0.0225,0.0995,近12个月首推,1,食品饮料,中市值,长城证券,,,2020-12-01,A600872
36,36,2020年12月金股.xlsx,2020/12/1,"拓邦股份
SZ002139",SZ002139,0.9415,0.0124,0.0012,连续4个月推荐,1,电子,小市值,长城证券,,,2020-12-01,A002139
37,37,2020年12月金股.xlsx,2020/12/1,"中国太保
SH601601",SH601601,0.3949,-0.002,-0.0065,连续4个月推荐,12,非银金融,大市值,长城证券,,,2020-12-01,A601601
38,38,2020年12月金股.xlsx,2020/12/1,"中兴通讯
SZ000063",SZ000063,0.185,0.0272,-0.0311,近2个月首推,6,通信,大市值,长城证券,,,2020-12-01,A000063
39,39,2020年12月金股.xlsx,2020/12/1,"中国汽研
SH601965",SH601965,0.7417,0.0006,-0.0644,连续5个月推荐,1,汽车,小市值,长城证券,,,2020-12-01,A601965
40,40,2020年12月金股.xlsx,2020/12/1,"保利地产
SH600048",SH600048,0.097,-0.0131,-0.0813,近2个月首推,3,房地产,大市值,长城证券,,,2020-12-01,A600048
41,41,2020年12月金股.xlsx,2020/12/1,"邮储银行
SH601658",SH601658,0.5528,0.0431,-0.086,连续2个月推荐,3,银行,中市值,长城证券,,,2020-12-01,A601658
42,42,2020年12月金股.xlsx,2020/12/1,"天齐锂业
SZ002466",SZ002466,0.7061,0.0135,0.4111,近5个月首推,1,有色金属,中市值,中原证券,,,2020-12-01,A002466
43,43,2020年12月金股.xlsx,2020/12/1,"航发动力
SH600893",SH600893,0.4791,0.0399,0.3096,近2个月首推,2,国防军工,大市值,中原证券,,,2020-12-01,A600893
44,44,2020年12月金股.xlsx,2020/12/1,"中联重科
SZ000157",SZ000157,0.4843,-0.0162,0.1565,近2个月首推,3,机械设备,中市值,中原证券,,,2020-12-01,A000157
45,45,2020年12月金股.xlsx,2020/12/1,"东方财富
SZ300059",SZ300059,0.8594,-0.0035,0.1273,连续12个月推荐,4,非银金融,大市值,中原证券,,,2020-12-01,A300059
46,46,2020年12月金股.xlsx,2020/12/1,"深天马Ａ
SZ000050",SZ000050,0.0511,-0.0166,-0.0385,近12个月首推,1,电子,中市值,中原证券,,,2020-12-01,A000050
47,47,2020年12月金股.xlsx,2020/12/1,"新乡化纤
SZ000949",SZ000949,0.8122,0.0019,-0.0575,近12个月首推,1,化工,小市值,中原证券,,,2020-12-01,A000949
48,48,2020年12月金股.xlsx,2020/12/1,"中国神华
SH601088",SH601088,0.8262,-0.0025,-0.0821,近2个月首推,3,采掘,大市值,中原证券,,,2020-12-01,A601088
49,49,2020年12月金股.xlsx,2020/12/1,"华宇软件
SZ300271",SZ300271,0.1337,0.0203,-0.0879,近12个月首推,1,计算机,小市值,中原证券,,,2020-12-01,A300271
50,50,2020年12月金股.xlsx,2020/12/1,"敏芯股份
科688286",科688286,0.1002,-0.0241,-0.0986,近12个月首推,1,电子,小市值,中原证券,,,2020-12-01,A688286
51,51,2020年12月金股.xlsx,2020/12/1,"快克股份
SH603203",SH603203,0.9376,0.0569,-0.1906,近12个月首推,1,机械设备,小市值,中原证券,,,2020-12-01,A603203
52,52,2020年12月金股.xlsx,2020/12/1,"东方日升
SZ300118",SZ300118,0.068,0.0196,0.6569,连续3个月推荐,1,电气设备,小市值,华创证券,,,2020-12-01,A300118
53,53,2020年12月金股.xlsx,2020/12/1,"迈为股份
SZ300751",SZ300751,0.8874,0.0795,0.3615,近2个月首推,2,机械设备,小市值,华创证券,,,2020-12-01,A300751
54,54,2020年12月金股.xlsx,2020/12/1,"贵州茅台
SH600519",SH600519,0.6581,-0.0067,0.1658,连续10个月推荐,8,食品饮料,大市值,华创证券,,,2020-12-01,A600519
55,55,2020年12月金股.xlsx,2020/12/1,"玲珑轮胎
SH601966",SH601966,0.7698,-0.0351,0.1349,连续3个月推荐,2,化工,中市值,华创证券,,,2020-12-01,A601966
56,56,2020年12月金股.xlsx,2020/12/1,"海尔智家
SH600690",SH600690,0.7333,-0.016,0.0831,连续2个月推荐,4,家用电器,大市值,华创证券,,,2020-12-01,A600690
57,57,2020年12月金股.xlsx,2020/12/1,"移远通信
SH603236",SH603236,0.1568,0.0178,0.0334,连续8个月推荐,2,通信,小市值,华创证券,,,2020-12-01,A603236
58,58,2020年12月金股.xlsx,2020/12/1,"北新建材
SZ000786",SZ000786,0.6227,-0.018,0.0269,近2个月首推,1,建筑材料,中市值,华创证券,,,2020-12-01,A000786
59,59,2020年12月金股.xlsx,2020/12/1,"紫金矿业
SH601899",SH601899,0.641,0.0045,-0.0032,连续5个月推荐,9,有色金属,大市值,华创证券,,,2020-12-01,A601899
60,60,2020年12月金股.xlsx,2020/12/1,"中国平安
SH601318",SH601318,0.1705,0.001,-0.0339,连续5个月推荐,14,非银金融,大市值,华创证券,,,2020-12-01,A601318
61,61,2020年12月金股.xlsx,2020/12/1,"上汽集团
SH600104",SH600104,0.2924,0.0039,-0.0781,连续3个月推荐,2,汽车,大市值,华创证券,,,2020-12-01,A600104
62,62,2020年12月金股.xlsx,2020/12/1,"中国中免
SH601888",SH601888,0.7615,-0.0007,0.462,连续8个月推荐,4,休闲服务,大市值,中信建投,,,2020-12-01,A601888
63,63,2020年12月金股.xlsx,2020/12/1,"抚顺特钢
SH600399",SH600399,0.8123,-0.0213,0.3938,连续3个月推荐,1,钢铁,中市值,中信建投,,,2020-12-01,A600399
64,64,2020年12月金股.xlsx,2020/12/1,"中科创达
SZ300496",SZ300496,0.8777,-0.0129,0.3252,近2个月首推,1,计算机,中市值,中信建投,,,2020-12-01,A300496
65,65,2020年12月金股.xlsx,2020/12/1,"湘电股份
SH600416",SH600416,0.242,-0.0046,0.3162,连续4个月推荐,1,电气设备,小市值,中信建投,,,2020-12-01,A600416
66,66,2020年12月金股.xlsx,2020/12/1,"爱 美 客
SZ300896",SZ300896,0.8581,-0.0144,0.2904,连续2个月推荐,2,医药生物,小市值,中信建投,,,2020-12-01,A300896
67,67,2020年12月金股.xlsx,2020/12/1,"中远海控
SH601919",SH601919,0.9392,0.0339,0.2308,连续2个月推荐,1,交通运输,大市值,中信建投,,,2020-12-01,A601919
68,68,2020年12月金股.xlsx,2020/12/1,"亿 嘉 和
SH603666",SH603666,0.2649,0.0033,0.1961,近5个月首推,1,机械设备,小市值,中信建投,,,2020-12-01,A603666
69,69,2020年12月金股.xlsx,2020/12/1,"五 粮 液
SZ000858",SZ000858,0.7835,-0.004,0.149,连续9个月推荐,3,食品饮料,大市值,中信建投,,,2020-12-01,A000858
70,70,2020年12月金股.xlsx,2020/12/1,"三一重工
SH600031",SH600031,0.3788,-0.0171,0.139,连续10个月推荐,7,机械设备,大市值,中信建投,,,2020-12-01,A600031
71,71,2020年12月金股.xlsx,2020/12/1,"扬农化工
SH600486",SH600486,0.3383,-0.0286,0.1379,连续4个月推荐,3,化工,中市值,中信建投,,,2020-12-01,A600486
72,72,2020年12月金股.xlsx,2020/12/1,"德方纳米
SZ300769",SZ300769,0.902,0.025,0.1297,连续2个月推荐,2,化工,小市值,中信建投,,,2020-12-01,A300769
73,73,2020年12月金股.xlsx,2020/12/1,"中粮糖业
SH600737",SH600737,0.5565,0.001,0.1025,近12个月首推,2,农林牧渔,中市值,中信建投,,,2020-12-01,A600737
74,74,2020年12月金股.xlsx,2020/12/1,"创业慧康
SZ300451",SZ300451,0.095,-0.0064,0.0204,近2个月首推,1,计算机,小市值,中信建投,,,2020-12-01,A300451
75,75,2020年12月金股.xlsx,2020/12/1,"紫金矿业
SH601899",SH601899,0.641,0.0045,-0.0032,连续5个月推荐,9,有色金属,大市值,中信建投,,,2020-12-01,A601899
76,76,2020年12月金股.xlsx,2020/12/1,"中国太保
SH601601",SH601601,0.3949,-0.002,-0.0065,连续4个月推荐,12,非银金融,大市值,中信建投,,,2020-12-01,A601601
77,77,2020年12月金股.xlsx,2020/12/1,"壹网壹创
SZ300792",SZ300792,0.0914,-0.0223,-0.0228,连续2个月推荐,1,传媒,小市值,中信建投,,,2020-12-01,A300792
78,78,2020年12月金股.xlsx,2020/12/1,"中国平安
SH601318",SH601318,0.1705,0.001,-0.0339,连续5个月推荐,14,非银金融,大市值,中信建投,,,2020-12-01,A601318
79,79,2020年12月金股.xlsx,2020/12/1,"深圳燃气
SH601139",SH601139,0.4519,0.0056,-0.0372,近12个月首推,1,公用事业,中市值,中信建投,,,2020-12-01,A601139
80,80,2020年12月金股.xlsx,2020/12/1,"世 联 行
SZ002285",SZ002285,0.8093,0.0312,-0.0717,连续2个月推荐,1,房地产,小市值,中信建投,,,2020-12-01,A002285
81,81,2020年12月金股.xlsx,2020/12/1,"上海天洋
SH603330",SH603330,0.5648,0.0004,-0.0747,近12个月首推,1,化工,小市值,中信建投,,,2020-12-01,A603330
82,82,2020年12月金股.xlsx,2020/12/1,"锐明技术
SZ002970",SZ002970,0.1453,-0.0149,-0.0792,近3个月首推,1,计算机,小市值,中信建投,,,2020-12-01,A002970
83,83,2020年12月金股.xlsx,2020/12/1,"邮储银行
SH601658",SH601658,0.5528,0.0431,-0.086,连续2个月推荐,3,银行,中市值,中信建投,,,2020-12-01,A601658
84,84,2020年12月金股.xlsx,2020/12/1,"鹏鼎控股
SZ002938",SZ002938,0.0921,-0.0192,-0.1075,连续2个月推荐,3,电子,小市值,中信建投,,,2020-12-01,A002938
85,85,2020年12月金股.xlsx,2020/12/1,"掌阅科技
SH603533",SH603533,0.1441,-0.0093,-0.1422,近12个月首推,1,传媒,小市值,中信建投,,,2020-12-01,A603533
86,86,2020年12月金股.xlsx,2020/12/1,"盛新锂能
SZ002240",SZ002240,0.8866,0.0477,0.4591,连续3个月推荐,1,轻工制造,中市值,招商证券,,,2020-12-01,A002240
87,87,2020年12月金股.xlsx,2020/12/1,"盛屯矿业
SH600711",SH600711,0.5537,0.0288,0.438,近3个月首推,1,有色金属,小市值,招商证券,,,2020-12-01,A600711
88,88,2020年12月金股.xlsx,2020/12/1,"扬农化工
SH600486",SH600486,0.3383,-0.0286,0.1379,连续4个月推荐,3,化工,中市值,招商证券,,,2020-12-01,A600486
89,89,2020年12月金股.xlsx,2020/12/1,"普洛药业
SZ000739",SZ000739,0.4724,-0.0408,0.1165,近2个月首推,1,医药生物,中市值,招商证券,,,2020-12-01,A000739
90,90,2020年12月金股.xlsx,2020/12/1,"华鲁恒升
SH600426",SH600426,0.5641,-0.0217,0.0627,连续4个月推荐,3,化工,中市值,招商证券,,,2020-12-01,A600426
91,91,2020年12月金股.xlsx,2020/12/1,"海信家电
SZ000921",SZ000921,0.5516,-0.0356,-0.0361,连续2个月推荐,1,家用电器,小市值,招商证券,,,2020-12-01,A000921
92,92,2020年12月金股.xlsx,2020/12/1,"爱 柯 迪
SH600933",SH600933,0.1643,0.0068,-0.0494,近12个月首推,2,汽车,小市值,招商证券,,,2020-12-01,A600933
93,93,2020年12月金股.xlsx,2020/12/1,"杰瑞股份
SZ002353",SZ002353,0.4455,0.0117,-0.0538,近12个月首推,3,机械设备,中市值,招商证券,,,2020-12-01,A002353
94,94,2020年12月金股.xlsx,2020/12/1,"天孚通信
SZ300394",SZ300394,0.2523,-0.0006,-0.0579,连续2个月推荐,1,通信,小市值,招商证券,,,2020-12-01,A300394
95,95,2020年12月金股.xlsx,2020/12/1,"白云机场
SH600004",SH600004,0.1173,-0.01,-0.0599,近12个月首推,1,交通运输,中市值,招商证券,,,2020-12-01,A600004
96,96,2020年12月金股.xlsx,2020/12/1,"上机数控
SH603185",SH603185,0.6892,-0.0141,0.5967,连续3个月推荐,1,机械设备,小市值,浙商证券,,,2020-12-01,A603185
97,97,2020年12月金股.xlsx,2020/12/1,"长城汽车
SH601633",SH601633,0.6679,0.011,0.3557,连续10个月推荐,3,汽车,大市值,浙商证券,,,2020-12-01,A601633
98,98,2020年12月金股.xlsx,2020/12/1,"泸州老窖
SZ000568",SZ000568,0.7759,-0.0047,0.2336,连续12个月推荐,6,食品饮料,大市值,浙商证券,,,2020-12-01,A000568
99,99,2020年12月金股.xlsx,2020/12/1,"药石科技
SZ300725",SZ300725,0.7312,-0.0262,0.2302,连续2个月推荐,2,医药生物,中市值,浙商证券,,,2020-12-01,A300725
100,100,2020年12月金股.xlsx,2020/12/1,"内蒙一机
SH600967",SH600967,0.2879,-0.0075,0.1992,连续2个月推荐,1,国防军工,小市值,浙商证券,,,2020-12-01,A600967
101,101,2020年12月金股.xlsx,2020/12/1,"华鲁恒升
SH600426",SH600426,0.5641,-0.0217,0.0627,连续4个月推荐,3,化工,中市值,浙商证券,,,2020-12-01,A600426
102,102,2020年12月金股.xlsx,2020/12/1,"兴业银行
SH601166",SH601166,0.6306,0.0109,-0.0071,连续3个月推荐,11,银行,大市值,浙商证券,,,2020-12-01,A601166
103,103,2020年12月金股.xlsx,2020/12/1,"上海机场
SH600009",SH600009,0.1388,-0.0016,-0.0364,连续4个月推荐,1,交通运输,中市值,浙商证券,,,2020-12-01,A600009
104,104,2020年12月金股.xlsx,2020/12/1,"鹏鼎控股
SZ002938",SZ002938,0.0921,-0.0192,-0.1075,连续2个月推荐,3,电子,小市值,浙商证券,,,2020-12-01,A002938
105,105,2020年12月金股.xlsx,2020/12/1,"山东高速
SH600350",SH600350,0.5714,-0.0031,-0.1405,连续2个月推荐,1,交通运输,中市值,浙商证券,,,2020-12-01,A600350
106,106,2020年12月金股.xlsx,2020/12/1,"中联重科
SZ000157",SZ000157,0.4843,-0.0162,0.1565,近2个月首推,3,机械设备,中市值,国联证券,,,2020-12-01,A000157
107,107,2020年12月金股.xlsx,2020/12/1,"广信股份
SH603599",SH603599,0.6404,-0.0119,0.0822,连续2个月推荐,1,化工,小市值,国联证券,,,2020-12-01,A603599
108,108,2020年12月金股.xlsx,2020/12/1,"华夏航空
SZ002928",SZ002928,0.6843,-0.0324,-0.0094,近12个月首推,2,交通运输,小市值,国联证券,,,2020-12-01,A002928
109,109,2020年12月金股.xlsx,2020/12/1,"川投能源
SH600674",SH600674,0.6587,-0.0229,-0.0364,近3个月首推,1,公用事业,中市值,国联证券,,,2020-12-01,A600674
110,110,2020年12月金股.xlsx,2020/12/1,"中国电影
SH600977",SH600977,0.3358,-0.0084,-0.0603,近12个月首推,1,传媒,中市值,国联证券,,,2020-12-01,A600977
111,111,2020年12月金股.xlsx,2020/12/1,"万 里 扬
SZ002434",SZ002434,0.243,-0.0039,-0.0689,近12个月首推,1,汽车,小市值,国联证券,,,2020-12-01,A002434
112,112,2020年12月金股.xlsx,2020/12/1,"精工钢构
SH600496",SH600496,0.1958,-0.0048,-0.145,连续2个月推荐,1,建筑装饰,小市值,国联证券,,,2020-12-01,A600496
113,113,2020年12月金股.xlsx,2020/12/1,"传化智联
SZ002010",SZ002010,0.6,-0.0241,-0.1604,近12个月首推,1,交通运输,中市值,国联证券,,,2020-12-01,A002010
114,114,2020年12月金股.xlsx,2020/12/1,"中控技术
科688777",科688777,0.3218,-0.0054,-0.1919,近12个月首推,1,电气设备,小市值,国联证券,,,2020-12-01,A688777
115,115,2020年12月金股.xlsx,2020/12/1,"东来技术
科688129",科688129,0.0709,-0.0281,-0.256,连续2个月推荐,1,化工,小市值,国联证券,,,2020-12-01,A688129
116,116,2020年12月金股.xlsx,2020/12/1,"荃银高科
SZ300087",SZ300087,0.4227,0.0093,0.5525,近2个月首推,1,农林牧渔,小市值,西南证券,,,2020-12-01,A300087
117,117,2020年12月金股.xlsx,2020/12/1,"我武生物
SZ300357",SZ300357,0.3193,-0.0251,0.312,近12个月首推,1,医药生物,中市值,西南证券,,,2020-12-01,A300357
118,118,2020年12月金股.xlsx,2020/12/1,"泸州老窖
SZ000568",SZ000568,0.7759,-0.0047,0.2336,连续12个月推荐,6,食品饮料,大市值,西南证券,,,2020-12-01,A000568
119,119,2020年12月金股.xlsx,2020/12/1,"长春高新
SZ000661",SZ000661,0.4016,-0.0396,0.2247,连续2个月推荐,1,医药生物,大市值,西南证券,,,2020-12-01,A000661
120,120,2020年12月金股.xlsx,2020/12/1,"美的集团
SZ000333",SZ000333,0.4811,-0.0163,0.1334,连续7个月推荐,2,家用电器,大市值,西南证券,,,2020-12-01,A000333
121,121,2020年12月金股.xlsx,2020/12/1,"立讯精密
SZ002475",SZ002475,0.2314,-0.015,0.0857,连续12个月推荐,2,电子,大市值,西南证券,,,2020-12-01,A002475
122,122,2020年12月金股.xlsx,2020/12/1,"韦尔股份
SH603501",SH603501,0.7452,-0.0223,0.0727,连续2个月推荐,2,电子,大市值,西南证券,,,2020-12-01,A603501
123,123,2020年12月金股.xlsx,2020/12/1,"芒果超媒
SZ300413",SZ300413,0.4935,-0.0291,0.0575,连续5个月推荐,2,传媒,中市值,西南证券,,,2020-12-01,A300413
124,124,2020年12月金股.xlsx,2020/12/1,"中科曙光
SH603019",SH603019,0.105,-0.0036,-0.032,近3个月首推,1,计算机,中市值,西南证券,,,2020-12-01,A603019
125,125,2020年12月金股.xlsx,2020/12/1,"领益智造
SZ002600",SZ002600,0.1136,-0.0138,-0.1562,连续5个月推荐,4,电子,中市值,西南证券,,,2020-12-01,A002600
126,126,2020年12月金股.xlsx,2020/12/1,"鸿远电子
SH603267",SH603267,0.6973,-0.0225,0.3673,连续5个月推荐,1,国防军工,小市值,方正证券,,,2020-12-01,A603267
127,127,2020年12月金股.xlsx,2020/12/1,"万华化学
SH600309",SH600309,0.6056,-0.0153,0.1212,连续12个月推荐,2,化工,大市值,方正证券,,,2020-12-01,A600309
128,128,2020年12月金股.xlsx,2020/12/1,"分众传媒
SZ002027",SZ002027,0.641,0.0097,0.0175,连续8个月推荐,2,传媒,大市值,方正证券,,,2020-12-01,A002027
129,129,2020年12月金股.xlsx,2020/12/1,"TCL 科技
SZ000100",SZ000100,0.5324,-0.0287,0.01,连续8个月推荐,2,电子,大市值,方正证券,,,2020-12-01,A000100
130,130,2020年12月金股.xlsx,2020/12/1,"紫金矿业
SH601899",SH601899,0.641,0.0045,-0.0032,连续5个月推荐,9,有色金属,大市值,方正证券,,,2020-12-01,A601899
131,131,2020年12月金股.xlsx,2020/12/1,"中国太保
SH601601",SH601601,0.3949,-0.002,-0.0065,连续4个月推荐,12,非银金融,大市值,方正证券,,,2020-12-01,A601601
132,132,2020年12月金股.xlsx,2020/12/1,"兴业银行
SH601166",SH601166,0.6306,0.0109,-0.0071,连续3个月推荐,11,银行,大市值,方正证券,,,2020-12-01,A601166
133,133,2020年12月金股.xlsx,2020/12/1,"吉祥航空
SH603885",SH603885,0.9861,0.0,-0.019,近12个月首推,1,交通运输,中市值,方正证券,,,2020-12-01,A603885
134,134,2020年12月金股.xlsx,2020/12/1,"广汽集团
SH601238",SH601238,0.4096,0.0112,-0.0271,连续2个月推荐,4,汽车,中市值,方正证券,,,2020-12-01,A601238
135,135,2020年12月金股.xlsx,2020/12/1,"万 科Ａ
SZ000002",SZ000002,0.1827,-0.0077,-0.0651,连续7个月推荐,7,房地产,大市值,方正证券,,,2020-12-01,A000002
136,136,2020年12月金股.xlsx,2020/12/1,"华友钴业
SH603799",SH603799,0.7874,0.0815,0.5157,连续2个月推荐,2,有色金属,大市值,华安证券,,,2020-12-01,A603799
137,137,2020年12月金股.xlsx,2020/12/1,"国瓷材料
SZ300285",SZ300285,0.7316,-0.0131,0.1909,连续2个月推荐,2,化工,中市值,华安证券,,,2020-12-01,A300285
138,138,2020年12月金股.xlsx,2020/12/1,"三一重工
SH600031",SH600031,0.3788,-0.0171,0.139,连续10个月推荐,7,机械设备,大市值,华安证券,,,2020-12-01,A600031
139,139,2020年12月金股.xlsx,2020/12/1,"万华化学
SH600309",SH600309,0.6056,-0.0153,0.1212,连续12个月推荐,2,化工,大市值,华安证券,,,2020-12-01,A600309
140,140,2020年12月金股.xlsx,2020/12/1,"苏垦农发
SH601952",SH601952,0.2048,-0.0179,0.1132,连续2个月推荐,1,农林牧渔,小市值,华安证券,,,2020-12-01,A601952
141,141,2020年12月金股.xlsx,2020/12/1,"斯达半导
SH603290",SH603290,0.5452,0.0133,0.0707,近4个月首推,1,电子,小市值,华安证券,,,2020-12-01,A603290
142,142,2020年12月金股.xlsx,2020/12/1,"科大讯飞
SZ002230",SZ002230,0.9568,0.0141,0.0693,连续2个月推荐,2,计算机,大市值,华安证券,,,2020-12-01,A002230
143,143,2020年12月金股.xlsx,2020/12/1,"TCL 科技
SZ000100",SZ000100,0.5324,-0.0287,0.01,连续8个月推荐,2,电子,大市值,华安证券,,,2020-12-01,A000100
144,144,2020年12月金股.xlsx,2020/12/1,"海螺水泥
SH600585",SH600585,0.0621,-0.0097,-0.0864,连续13个月推荐,3,建筑材料,大市值,华安证券,,,2020-12-01,A600585
